,Episodeid,enddate,lat_10deg,lon_10deg,startdate,ST4_accum75,ST4_area75,ST4_dur,ST4_maxrr,ST4_avgrr,ST4_area_avg_pcp,area_norm_pcp,Season,state_cz_fips,centroid_lat,centroid_lon,flood_type,CTRL_total_accum75,CTRL_area_avg_pcp,CTRL_max_accum75,CTRL_total_avgrr75,CTRL_total_dur75,area_avg_rain_diff,dur_diff,area_avg_rain_diff_pct
31,1202731,20060101.05,"[31.875, 32.125, 32.375, 32.625, 32.875, 33.125, 33.375, 33.625, 33.875, 34.125, 34.375, 34.625, 34.875, 35.125, 35.375, 35.625, 35.875, 36.125, 36.375, 36.625, 36.875, 37.125, 37.375, 37.625, 37.875, 38.125, 38.375, 38.625, 38.875, 39.125, 39.375, 39.625, 39.875, 40.125, 40.375, 40.625, 40.875, 41.125, 41.375, 41.625, 41.875, 42.125, 42.375, 42.625, 42.875, 43.125, 43.375, 43.625, 43.875, 44.125, 44.375, 44.625, 44.875, 45.125, 45.375, 45.625, 45.875, 46.125, 46.375, 46.625, 46.875]","[-128.125, -127.875, -127.625, -127.375, -127.125, -126.875, -126.625, -126.375, -126.125, -125.875, -125.625, -125.375, -125.125, -124.875, -124.625, -124.375, -124.125, -123.875, -123.625, -123.375, -123.125, -122.875, -122.625, -122.375, -122.125, -121.875, -121.625, -121.375, -121.125, -120.875, -120.625, -120.375, -120.125, -119.875, -119.625, -119.375, -119.125, -118.875, -118.625, -118.375, -118.125, -117.875, -117.625, -117.375, -117.125, -116.875, -116.625, -116.375, -116.125, -115.875, -115.625, -115.375, -115.125, -114.875, -114.625, -114.375, -114.125, -113.875, -113.625, -113.375, -113.125]",20051230.14,22382.0703125,13041.125,42.0,6.4757142066955575,2.7659504413604736,40.440372467041016,1.7162683673762809,Winter,6091.0,39.42845597964214,-120.54012465783005,slow,1488246.875,119.95219421386719,512.1982421875,2.9988047695029243,40.0,79.51182174682617,-2.0,196.61495900322993
32,46877,20101226.05,"[26.625, 26.875, 27.125, 27.375, 27.625, 27.875, 28.125, 28.375, 28.625, 28.875, 29.125, 29.375, 29.625, 29.875, 30.125, 30.375, 30.625, 30.875, 31.125, 31.375, 31.625, 31.875, 32.125, 32.375, 32.625, 32.875, 33.125, 33.375, 33.625, 33.875, 34.125, 34.375, 34.625, 34.875, 35.125, 35.375, 35.625, 35.875, 36.125, 36.375, 36.625, 36.875, 37.125, 37.375, 37.625, 37.875, 38.125, 38.375, 38.625, 38.875, 39.125, 39.375, 39.625, 39.875, 40.125, 40.375, 40.625, 40.875, 41.125, 41.375, 41.625]","[-124.125, -123.875, -123.625, -123.375, -123.125, -122.875, -122.625, -122.375, -122.125, -121.875, -121.625, -121.375, -121.125, -120.875, -120.625, -120.375, -120.125, -119.875, -119.625, -119.375, -119.125, -118.875, -118.625, -118.375, -118.125, -117.875, -117.625, -117.375, -117.125, -116.875, -116.625, -116.375, -116.125, -115.875, -115.625, -115.375, -115.125, -114.875, -114.625, -114.375, -114.125, -113.875, -113.625, -113.375, -113.125, -112.875, -112.625, -112.375, -112.125, -111.875, -111.625, -111.375, -111.125, -110.875, -110.625, -110.375, -110.125, -109.875, -109.625, -109.375, -109.125]",20101219.0,167007.265625,102343.5,174.0,2.861724376678467,0.6347962617874146,37.218406677246094,1.6318307037085893,Winter,6073.0,34.104912181064726,-116.71317022247305,slow,1569278.625,156.9278564453125,855.1445922851561,0.901884330727588,174.0,119.7094497680664,0.0,321.6404474435822
33,14081,20080124.06,"[29.125, 29.375, 29.625, 29.875, 30.125, 30.375, 30.625, 30.875, 31.125, 31.375, 31.625, 31.875, 32.125, 32.375, 32.625, 32.875, 33.125, 33.375, 33.625, 33.875, 34.125, 34.375, 34.625, 34.875, 35.125, 35.375, 35.625, 35.875, 36.125, 36.375, 36.625, 36.875, 37.125, 37.375, 37.625, 37.875, 38.125, 38.375, 38.625, 38.875, 39.125, 39.375, 39.625, 39.875, 40.125, 40.375, 40.625, 40.875, 41.125, 41.375, 41.625, 41.875, 42.125, 42.375, 42.625, 42.875, 43.125, 43.375, 43.625, 43.875, 44.125]","[-127.125, -126.875, -126.625, -126.375, -126.125, -125.875, -125.625, -125.375, -125.125, -124.875, -124.625, -124.375, -124.125, -123.875, -123.625, -123.375, -123.125, -122.875, -122.625, -122.375, -122.125, -121.875, -121.625, -121.375, -121.125, -120.875, -120.625, -120.375, -120.125, -119.875, -119.625, -119.375, -119.125, -118.875, -118.625, -118.375, -118.125, -117.875, -117.625, -117.375, -117.125, -116.875, -116.625, -116.375, -116.125, -115.875, -115.625, -115.375, -115.125, -114.875, -114.625, -114.375, -114.125, -113.875, -113.625, -113.375, -113.125, -112.875, -112.625, -112.375, -112.125]",20080123.01,54533.578125,40025.875,30.0,95.0270004272461,3.0740463733673096,28.07128143310547,1.3624581130331317,Winter,6019.0,36.68381818581904,-119.74236722295616,slow,261985.1875,26.643465042114258,130.8141937255859,0.8881156346576407,30.0,-1.427816390991211,0.0,-5.086395483561131
34,70017,20121201.0,"[29.625, 29.875, 30.125, 30.375, 30.625, 30.875, 31.125, 31.375, 31.625, 31.875, 32.125, 32.375, 32.625, 32.875, 33.125, 33.375, 33.625, 33.875, 34.125, 34.375, 34.625, 34.875, 35.125, 35.375, 35.625, 35.875, 36.125, 36.375, 36.625, 36.875, 37.125, 37.375, 37.625, 37.875, 38.125, 38.375, 38.625, 38.875, 39.125, 39.375, 39.625, 39.875, 40.125, 40.375, 40.625, 40.875, 41.125, 41.375, 41.625, 41.875, 42.125, 42.375, 42.625, 42.875, 43.125, 43.375, 43.625, 43.875, 44.125, 44.375, 44.625]","[-127.375, -127.125, -126.875, -126.625, -126.375, -126.125, -125.875, -125.625, -125.375, -125.125, -124.875, -124.625, -124.375, -124.125, -123.875, -123.625, -123.375, -123.125, -122.875, -122.625, -122.375, -122.125, -121.875, -121.625, -121.375, -121.125, -120.875, -120.625, -120.375, -120.125, -119.875, -119.625, -119.375, -119.125, -118.875, -118.625, -118.375, -118.125, -117.875, -117.625, -117.375, -117.125, -116.875, -116.625, -116.375, -116.125, -115.875, -115.625, -115.375, -115.125, -114.875, -114.625, -114.375, -114.125, -113.875, -113.625, -113.375, -113.125, -112.875, -112.625, -112.375]",20121130.06,16311.380859375,15477.875,21.0,9.05571460723877,3.396789073944092,23.68136596679688,1.0538514401605517,Fall,6039.0,37.18151926727849,-119.93154771792307,slow,611884.5,48.01730346679687,216.8414764404297,2.527226484970501,19.0,24.33593749999999,-2.0,102.7640784493634
35,36788,20100121.21,"[28.625, 28.875, 29.125, 29.375, 29.625, 29.875, 30.125, 30.375, 30.625, 30.875, 31.125, 31.375, 31.625, 31.875, 32.125, 32.375, 32.625, 32.875, 33.125, 33.375, 33.625, 33.875, 34.125, 34.375, 34.625, 34.875, 35.125, 35.375, 35.625, 35.875, 36.125, 36.375, 36.625, 36.875, 37.125, 37.375, 37.625, 37.875, 38.125, 38.375, 38.625, 38.875, 39.125, 39.375, 39.625, 39.875, 40.125, 40.375, 40.625, 40.875, 41.125, 41.375, 41.625, 41.875, 42.125, 42.375, 42.625, 42.875, 43.125, 43.375, 43.625]","[-126.875, -126.625, -126.375, -126.125, -125.875, -125.625, -125.375, -125.125, -124.875, -124.625, -124.375, -124.125, -123.875, -123.625, -123.375, -123.125, -122.875, -122.625, -122.375, -122.125, -121.875, -121.625, -121.375, -121.125, -120.875, -120.625, -120.375, -120.125, -119.875, -119.625, -119.375, -119.125, -118.875, -118.625, -118.375, -118.125, -117.875, -117.625, -117.375, -117.125, -116.875, -116.625, -116.375, -116.125, -115.875, -115.625, -115.375, -115.125, -114.875, -114.625, -114.375, -114.125, -113.875, -113.625, -113.375, -113.125, -112.875, -112.625, -112.375, -112.125, -111.875]",20100118.07,151470.015625,145776.3125,87.0,3.9886202812194815,0.8084045648574829,21.579273223876964,1.0390578073169467,Winter,6031.0,36.055431685461976,-119.31469664653153,slow,1481384.875,139.14942932128906,565.578125,1.5994190618942075,87.0,117.5701560974121,0.0,544.8290814878949
36,45894,20101221.06,"[28.625, 28.875, 29.125, 29.375, 29.625, 29.875, 30.125, 30.375, 30.625, 30.875, 31.125, 31.375, 31.625, 31.875, 32.125, 32.375, 32.625, 32.875, 33.125, 33.375, 33.625, 33.875, 34.125, 34.375, 34.625, 34.875, 35.125, 35.375, 35.625, 35.875, 36.125, 36.375, 36.625, 36.875, 37.125, 37.375, 37.625, 37.875, 38.125, 38.375, 38.625, 38.875, 39.125, 39.375, 39.625, 39.875, 40.125, 40.375, 40.625, 40.875, 41.125, 41.375, 41.625, 41.875, 42.125, 42.375, 42.625, 42.875, 43.125, 43.375, 43.625]","[-126.625, -126.375, -126.125, -125.875, -125.625, -125.375, -125.125, -124.875, -124.625, -124.375, -124.125, -123.875, -123.625, -123.375, -123.125, -122.875, -122.625, -122.375, -122.125, -121.875, -121.625, -121.375, -121.125, -120.875, -120.625, -120.375, -120.125, -119.875, -119.625, -119.375, -119.125, -118.875, -118.625, -118.375, -118.125, -117.875, -117.625, -117.375, -117.125, -116.875, -116.625, -116.375, -116.125, -115.875, -115.625, -115.375, -115.125, -114.875, -114.625, -114.375, -114.125, -113.875, -113.625, -113.375, -113.125, -112.875, -112.625, -112.375, -112.125, -111.875, -111.625]",20101217.16,12643.6201171875,13447.25,87.0,2.4544827938079834,0.7315216660499573,19.93103218078613,0.940238347408392,Winter,6107.0,36.1763625323185,-119.13434692167752,slow,1924864.375,145.85620117187503,607.2188110351562,1.6765081831603035,87.0,125.9251689910889,0.0,631.8045540686197
37,69894,20121202.17,"[30.625, 30.875, 31.125, 31.375, 31.625, 31.875, 32.125, 32.375, 32.625, 32.875, 33.125, 33.375, 33.625, 33.875, 34.125, 34.375, 34.625, 34.875, 35.125, 35.375, 35.625, 35.875, 36.125, 36.375, 36.625, 36.875, 37.125, 37.375, 37.625, 37.875, 38.125, 38.375, 38.625, 38.875, 39.125, 39.375, 39.625, 39.875, 40.125, 40.375, 40.625, 40.875, 41.125, 41.375, 41.625, 41.875, 42.125, 42.375, 42.625, 42.875, 43.125, 43.375, 43.625, 43.875, 44.125, 44.375, 44.625, 44.875, 45.125, 45.375, 45.625]","[-130.125, -129.875, -129.625, -129.375, -129.125, -128.875, -128.625, -128.375, -128.125, -127.875, -127.625, -127.375, -127.125, -126.875, -126.625, -126.375, -126.125, -125.875, -125.625, -125.375, -125.125, -124.875, -124.625, -124.375, -124.125, -123.875, -123.625, -123.375, -123.125, -122.875, -122.625, -122.375, -122.125, -121.875, -121.625, -121.375, -121.125, -120.875, -120.625, -120.375, -120.125, -119.875, -119.625, -119.375, -119.125, -118.875, -118.625, -118.375, -118.125, -117.875, -117.625, -117.375, -117.125, -116.875, -116.625, -116.375, -116.125, -115.875, -115.625, -115.375, -115.125]",20121201.18,6115.490234375,8122.5,24.0,4.485000133514403,2.123434066772461,16.916576385498043,0.7529073849646045,Winter,6041.0,38.04295222071797,-122.5559837062828,slow,830695.25,62.77452087402344,263.71820068359375,2.615605034339686,24.0,45.85794448852539,0.0,271.0828919723835
38,69206,20121012.13,"[26.375, 26.625, 26.875, 27.125, 27.375, 27.625, 27.875, 28.125, 28.375, 28.625, 28.875, 29.125, 29.375, 29.625, 29.875, 30.125, 30.375, 30.625, 30.875, 31.125, 31.375, 31.625, 31.875, 32.125, 32.375, 32.625, 32.875, 33.125, 33.375, 33.625, 33.875, 34.125, 34.375, 34.625, 34.875, 35.125, 35.375, 35.625, 35.875, 36.125, 36.375, 36.625, 36.875, 37.125, 37.375, 37.625, 37.875, 38.125, 38.375, 38.625, 38.875, 39.125, 39.375, 39.625, 39.875, 40.125, 40.375, 40.625, 40.875, 41.125, 41.375]","[-123.625, -123.375, -123.125, -122.875, -122.625, -122.375, -122.125, -121.875, -121.625, -121.375, -121.125, -120.875, -120.625, -120.375, -120.125, -119.875, -119.625, -119.375, -119.125, -118.875, -118.625, -118.375, -118.125, -117.875, -117.625, -117.375, -117.125, -116.875, -116.625, -116.375, -116.125, -115.875, -115.625, -115.375, -115.125, -114.875, -114.625, -114.375, -114.125, -113.875, -113.625, -113.375, -113.125, -112.875, -112.625, -112.375, -112.125, -111.875, -111.625, -111.375, -111.125, -110.875, -110.625, -110.375, -110.125, -109.875, -109.625, -109.375, -109.125, -108.875, -108.625]",20121011.1,15702.1494140625,42530.3125,30.0,4.750999927520752,0.8330053687095642,9.347530364990234,0.3691990133875104,Fall,6065.0,33.84059247182327,-116.22591081692646,slow,59695.39843750001,12.205151557922365,39.69419097900391,0.32986895461939,37.0,2.8576211929321307,7.0,30.570868254516938
39,36727,20100120.22,"[29.875, 30.125, 30.375, 30.625, 30.875, 31.125, 31.375, 31.625, 31.875, 32.125, 32.375, 32.625, 32.875, 33.125, 33.375, 33.625, 33.875, 34.125, 34.375, 34.625, 34.875, 35.125, 35.375, 35.625, 35.875, 36.125, 36.375, 36.625, 36.875, 37.125, 37.375, 37.625, 37.875, 38.125, 38.375, 38.625, 38.875, 39.125, 39.375, 39.625, 39.875, 40.125, 40.375, 40.625, 40.875, 41.125, 41.375, 41.625, 41.875, 42.125, 42.375, 42.625, 42.875, 43.125, 43.375, 43.625, 43.875, 44.125, 44.375, 44.625, 44.875]","[-129.625, -129.375, -129.125, -128.875, -128.625, -128.375, -128.125, -127.875, -127.625, -127.375, -127.125, -126.875, -126.625, -126.375, -126.125, -125.875, -125.625, -125.375, -125.125, -124.875, -124.625, -124.375, -124.125, -123.875, -123.625, -123.375, -123.125, -122.875, -122.625, -122.375, -122.125, -121.875, -121.625, -121.375, -121.125, -120.875, -120.625, -120.375, -120.125, -119.875, -119.625, -119.375, -119.125, -118.875, -118.625, -118.375, -118.125, -117.875, -117.625, -117.375, -117.125, -116.875, -116.625, -116.375, -116.125, -115.875, -115.625, -115.375, -115.125, -114.875, -114.625]",20100120.0,27255.34765625,113399.125,24.0,29.90625,0.677858829498291,4.638618469238281,0.2403488356391639,Winter,6087.0,37.308776812141645,-122.00406135189553,slow,562276.375,39.81845474243164,162.39953613281253,1.7312368699022869,23.0,35.17983627319336,-1.0,758.4119389532445
40,50111,20110325.03,"[29.375, 29.625, 29.875, 30.125, 30.375, 30.625, 30.875, 31.125, 31.375, 31.625, 31.875, 32.125, 32.375, 32.625, 32.875, 33.125, 33.375, 33.625, 33.875, 34.125, 34.375, 34.625, 34.875, 35.125, 35.375, 35.625, 35.875, 36.125, 36.375, 36.625, 36.875, 37.125, 37.375, 37.625, 37.875, 38.125, 38.375, 38.625, 38.875, 39.125, 39.375, 39.625, 39.875, 40.125, 40.375, 40.625, 40.875, 41.125, 41.375, 41.625, 41.875, 42.125, 42.375, 42.625, 42.875, 43.125, 43.375, 43.625, 43.875, 44.125, 44.375]","[-127.375, -127.125, -126.875, -126.625, -126.375, -126.125, -125.875, -125.625, -125.375, -125.125, -124.875, -124.625, -124.375, -124.125, -123.875, -123.625, -123.375, -123.125, -122.875, -122.625, -122.375, -122.125, -121.875, -121.625, -121.375, -121.125, -120.875, -120.625, -120.375, -120.125, -119.875, -119.625, -119.375, -119.125, -118.875, -118.625, -118.375, -118.125, -117.875, -117.625, -117.375, -117.125, -116.875, -116.625, -116.375, -116.125, -115.875, -115.625, -115.375, -115.125, -114.875, -114.625, -114.375, -114.125, -113.875, -113.625, -113.375, -113.125, -112.875, -112.625, -112.375]",20110320.0,564.6700439453125,5821.125,126.0,0.09238095581531523,0.05211055651307106,2.160495042800904,0.09700359362585624,Spring,6019.0,36.778394403690136,-119.83560934847908,slow,1685131.625,117.08808135986327,354.0260314941407,0.9442585942718232,124.0,114.92758631706236,-2.0,5319.502430705335
41,34569,20091014.03,"[30.125, 30.375, 30.625, 30.875, 31.125, 31.375, 31.625, 31.875, 32.125, 32.375, 32.625, 32.875, 33.125, 33.375, 33.625, 33.875, 34.125, 34.375, 34.625, 34.875, 35.125, 35.375, 35.625, 35.875, 36.125, 36.375, 36.625, 36.875, 37.125, 37.375, 37.625, 37.875, 38.125, 38.375, 38.625, 38.875, 39.125, 39.375, 39.625, 39.875, 40.125, 40.375, 40.625, 40.875, 41.125, 41.375, 41.625, 41.875, 42.125, 42.375, 42.625, 42.875, 43.125, 43.375, 43.625, 43.875, 44.125, 44.375, 44.625, 44.875, 45.125]","[-129.625, -129.375, -129.125, -128.875, -128.625, -128.375, -128.125, -127.875, -127.625, -127.375, -127.125, -126.875, -126.625, -126.375, -126.125, -125.875, -125.625, -125.375, -125.125, -124.875, -124.625, -124.375, -124.125, -123.875, -123.625, -123.375, -123.125, -122.875, -122.625, -122.375, -122.125, -121.875, -121.625, -121.375, -121.125, -120.875, -120.625, -120.375, -120.125, -119.875, -119.625, -119.375, -119.125, -118.875, -118.625, -118.375, -118.125, -117.875, -117.625, -117.375, -117.125, -116.875, -116.625, -116.375, -116.125, -115.875, -115.625, -115.375, -115.125, -114.875, -114.625]",20091012.23,16.770000457763672,203.0625,30.0,0.22599999606609344,0.18633334338665009,1.856666684150696,0.0825854131499596,Fall,6001.0,37.573171546880644,-122.0125877139537,slow,873273.375,61.79841232299804,292.25439453124994,2.130979903530605,29.0,59.941745638847344,-1.0,3228.460237399412
42,36759,20100119.18,"[30.375, 30.625, 30.875, 31.125, 31.375, 31.625, 31.875, 32.125, 32.375, 32.625, 32.875, 33.125, 33.375, 33.625, 33.875, 34.125, 34.375, 34.625, 34.875, 35.125, 35.375, 35.625, 35.875, 36.125, 36.375, 36.625, 36.875, 37.125, 37.375, 37.625, 37.875, 38.125, 38.375, 38.625, 38.875, 39.125, 39.375, 39.625, 39.875, 40.125, 40.375, 40.625, 40.875, 41.125, 41.375, 41.625, 41.875, 42.125, 42.375, 42.625, 42.875, 43.125, 43.375, 43.625, 43.875, 44.125, 44.375, 44.625, 44.875, 45.125, 45.375]","[-129.875, -129.625, -129.375, -129.125, -128.875, -128.625, -128.375, -128.125, -127.875, -127.625, -127.375, -127.125, -126.875, -126.625, -126.375, -126.125, -125.875, -125.625, -125.375, -125.125, -124.875, -124.625, -124.375, -124.125, -123.875, -123.625, -123.375, -123.125, -122.875, -122.625, -122.375, -122.125, -121.875, -121.625, -121.375, -121.125, -120.875, -120.625, -120.375, -120.125, -119.875, -119.625, -119.375, -119.125, -118.875, -118.625, -118.375, -118.125, -117.875, -117.625, -117.375, -117.125, -116.875, -116.625, -116.375, -116.125, -115.875, -115.625, -115.375, -115.125, -114.875]",20100118.23,5263.75,60851.0625,21.0,0.8228572010993958,0.2788150906562805,1.7744944095611572,0.08650218720503032,Winter,6075.0,37.951543879043996,-122.36032606695805,slow,462835.03125,35.25287628173828,170.9494476318359,1.762644424622979,20.0,33.478381872177124,-1.0,1886.6434118807128
43,47359,20101229.17,"[28.875, 29.125, 29.375, 29.625, 29.875, 30.125, 30.375, 30.625, 30.875, 31.125, 31.375, 31.625, 31.875, 32.125, 32.375, 32.625, 32.875, 33.125, 33.375, 33.625, 33.875, 34.125, 34.375, 34.625, 34.875, 35.125, 35.375, 35.625, 35.875, 36.125, 36.375, 36.625, 36.875, 37.125, 37.375, 37.625, 37.875, 38.125, 38.375, 38.625, 38.875, 39.125, 39.375, 39.625, 39.875, 40.125, 40.375, 40.625, 40.875, 41.125, 41.375, 41.625, 41.875, 42.125, 42.375, 42.625, 42.875, 43.125, 43.375, 43.625, 43.875]","[-127.125, -126.875, -126.625, -126.375, -126.125, -125.875, -125.625, -125.375, -125.125, -124.875, -124.625, -124.375, -124.125, -123.875, -123.625, -123.375, -123.125, -122.875, -122.625, -122.375, -122.125, -121.875, -121.625, -121.375, -121.125, -120.875, -120.625, -120.375, -120.125, -119.875, -119.625, -119.375, -119.125, -118.875, -118.625, -118.375, -118.125, -117.875, -117.625, -117.375, -117.125, -116.875, -116.625, -116.375, -116.125, -115.875, -115.625, -115.375, -115.125, -114.875, -114.625, -114.375, -114.125, -113.875, -113.625, -113.375, -113.125, -112.875, -112.625, -112.375, -112.125]",20101228.23,85.69999694824219,1511.6875,21.0,0.3214285671710968,0.18272921442985526,1.2036521434783936,0.0566916091773215,Winter,6019.0,36.467684458352,-119.57911686327895,slow,519591.90625,39.83378601074218,129.20306396484375,2.09651515452264,19.0,38.63013386726379,-2.0,3209.4101336975873
44,48221,20110103.18,"[28.875, 29.125, 29.375, 29.625, 29.875, 30.125, 30.375, 30.625, 30.875, 31.125, 31.375, 31.625, 31.875, 32.125, 32.375, 32.625, 32.875, 33.125, 33.375, 33.625, 33.875, 34.125, 34.375, 34.625, 34.875, 35.125, 35.375, 35.625, 35.875, 36.125, 36.375, 36.625, 36.875, 37.125, 37.375, 37.625, 37.875, 38.125, 38.375, 38.625, 38.875, 39.125, 39.375, 39.625, 39.875, 40.125, 40.375, 40.625, 40.875, 41.125, 41.375, 41.625, 41.875, 42.125, 42.375, 42.625, 42.875, 43.125, 43.375, 43.625, 43.875]","[-126.625, -126.375, -126.125, -125.875, -125.625, -125.375, -125.125, -124.875, -124.625, -124.375, -124.125, -123.875, -123.625, -123.375, -123.125, -122.875, -122.625, -122.375, -122.125, -121.875, -121.625, -121.375, -121.125, -120.875, -120.625, -120.375, -120.125, -119.875, -119.625, -119.375, -119.125, -118.875, -118.625, -118.375, -118.125, -117.875, -117.625, -117.375, -117.125, -116.875, -116.625, -116.375, -116.125, -115.875, -115.625, -115.375, -115.125, -114.875, -114.625, -114.375, -114.125, -113.875, -113.625, -113.375, -113.125, -112.875, -112.625, -112.375, -112.125, -111.875, -111.625]",20110102.0,16.809999465942386,564.0625,45.0,0.06666667014360428,0.04482666403055191,0.655661940574646,0.029801661103055755,Winter,6107.0,36.457835824156774,-119.24140530380043,slow,411292.8125,32.3343391418457,156.72186279296875,0.7519614249881953,43.0,31.678677201271057,-2.0,4831.556514246764
